sistema;S;informativo;A;2
voi;PE;come;E;2
che;PR;lo;PC;2
attributi;S;sono;V;2
sono;V;diversi;A;2
ogni;DI;attributo;S;2
attributo;S;ed;CC;2
finito;V;su;E;2
dominio;S;non;BN;2
domini;S;diverse;A;2
dati;S;è;V;2
di;E;prima;NO;2
e;CC;qui;B;2
voi;PE;vi;PC;2
definiti;A;sullo;E+RD;2
dominio;S;ma;CC;2
questi;DD;due;N;2
sono;V;la;RD;2
un;RI;`;S;2
ipotesi;S;che;PR;2
voi;PE;potete;VM;2
il;RD;mondo;S;2
ma;CC;nella;E+RD;2
perché;CS;si;PC;2
attributi;S;una;RI;2
tributo;S;a;E;2
valore;S;del;E+RD;2
a;E;poco;B;2
il;RD;grado;S;2
suoi;AP;attributi;S;2
la;RD;prima;NO;2
non;BN;può;VM;2
la;RD;cardinalità;S;2
cardinalità;S;di;E;2
relazione;S;può;VM;2
possibile;A;che;CS;2
avere;V;una;RI;2
ritornare;V;al;E+RD;2
hanno;V;una;RI;2
struttura;S;che;PR;2
righe;S;che;PR;2
sono;V;una;RI;2
rappresentazione;S;di;E;2
a;E;come;CS;2
quindi;B;ogni;DI;2
una;RI;seconda;NO;2
come;E;si;PC;2
ci;PC;torneremo;V;2
torneremo;V;più;B;2
un;RI;insieme;E;2
che;CS;a;E;2
il;RD;vero;A;2
perché;CS;come;CS;2
faccio;V;a;E;2
qualcosa;PI;che;PR;2
allora;B;questa;DD;2
assenza;S;di;E;2
questa;DD;tabellina;S;2
`;NO;anagrafica;S;2
nome;S;il;RD;2
secondo;NO;nome;S;2
non;BN;hanno;V;2
un;RI;secondo;NO;2
di;E;rappresentare;V;2
se;CS;lo;PC;2
lo;PC;sapete;V;2
un;RI;anagrafica;S;2
nazionale;S;non;BN;2
ma;CC;certamente;B;2
no;I;perché;CS;2
è;V;finito;A;2
io;PE;non;BN;2
seconda;NO;osservazione;S;2
faccio;V;un;RI;2
fin;E;da;E;2
da;E;subito;B;2
al;E+RD;terzo;NO;2
il;RD;percorso;S;2
sembra;V;che;CS;2
la;RD;scelta;S;2
cognome;S;e;CC;2
indirizzo;S;è;V;2
quando;CS;vi;PC;2
che;PR;per;E;2
è;V;difficile;A;2
quando;CS;si;PC;2
rappresentare;V;un;RI;2
per;E;dire;V;2
a;E;tutte;T;2
la;RD;stringa;S;2
è;V;parte;S;2
della;E+RD;definizione;S;2
posso;VM;mettere;V;2
valori;S;degli;E+RD;2
nulla;PI;è;V;2
nel;E+RD;modello;V;2
gli;RD;interi;A;2
e;CC;questo;DD;2
mi;PC;rappresenta;V;2
ci;PC;interessa;V;2
stiamo;VA;descrivendo;V;2
vi;PC;ricordate;V;2
ricordate;V;che;CS;2
detto;V;ogni;DI;2
ogni;DI;modello;S;2
solo;B;la;RD;2
messo;V;a;E;2
deve;VM;essere;V;2
essere;V;chiaro;A;2
per;E;indicizzare;V;2
ed;CC;è;V;2
un;RI;derivato;S;2
una;RI;e;CC;2
ho;VA;appena;B;2
senso;S;stretto;A;2
e;CC;super;A;2
schema;S;perché;CS;2
questo;PD;insieme;B;2
insieme;B;di;E;2
vincolo;S;non;BN;2
possono;VM;essere;V;2
due;N;tuple;S;2
devono;VM;essere;V;2
attributi;S;della;E+RD;2
chiave;S;si;PC;2
quando;CS;questo;PD;2
che;CS;tutte;T;2
relazione;S;ha;VA;2
attributi;S;per;E;2
chiave;S;esiste;V;2
relazione;S;costruita;V;2
costruita;V;in;E;2
in;E;quel;DD;2
modo;S;io;PE;2
sono;V;a;E;2
una;PI;qualsiasi;DI;2
mi;PC;servono;V;2
servono;V;tutti;T;2
di;E;tutti;DI;2
tutti;DI;attributi;S;2
di;E;essere;V;2
ogni;DI;relazione;S;2
può;VM;avere;V;2
chiavi;S;e;CC;2
che;CS;le;RD;2
singola;A;riga;S;2
cosa;S;vuol;VM;2
chiave;S;è;VA;2
vi;PC;dicevo;V;2
al;E+RD;significato;S;2
allo;E+RD;schema;S;2
schema;S;non;BN;2
ok;V;allora;B;2
a;E;questa;DD;2
chiave;S;come;E;2
matricola;S;di;E;2
secondo;E;voi;PE;2
chi;PR;è;V;2
che;CS;dico;V;2
dico;V;il;RD;2
non;BN;vi;PC;2
io;PE;mi;PC;2
perché;CS;gioco;S;2
gioco;S;sulla;E+RD;2
sulla;E+RD;vostra;AP;2
vostra;AP;ignoranza;S;2
nella;E+RD;realtà;S;2
voi;PE;non;BN;2
matricola;S;discrimina;V;2
discrimina;V;uno;RI;2
`;X;altro;A;2
quella;DD;tributo;S;2
vi;PC;dico;V;2
studente;S;dall;E+RD;2
dello;E+RD;studente;S;2
chi;PR;mi;PC;2
significato;S;degli;E+RD;2
risposta;S;è;V;2
avanti;B;il;RD;2
decidere;V;se;CS;2
una;RI;coppia;S;2
coppia;S;di;E;2
`;X;ipotesi;S;2
singola;A;università;S;2
questa;DD;tabella;S;2
sia;V;un;RI;2
sia;CC;chiave;S;2
chiave;S;in;E;2
matricola;S;cognome;S;2
chiave;S;matricola;S;2
sola;A;chiave;S;2
chiavi;S;d'accordo;A;2
potrebbe;VM;non;BN;2
non;BN;essere;V;2
data;V;di;E;2
di;E;nascita;S;2
guardare;V;questa;DD;2
questa;DD;istanza;S;2
nel;E+RD;contesto;S;2
che;PR;ho;VA;2
chiave;S;minima;A;2
ora;B;mentre;CS;2
dalla;E+RD;definizione;S;2
altri;A;attributi;S;2
attributi;S;che;CS;2
vengono;VA;chiamate;V;2
fra;E;tutte;T;2
ruolo;S;di;E;2
allora;B;per;E;2
un;RI;nuovo;A;2
nel;E+RD;concetto;S;2
vincoli;S;in;E;2
che;PR;rappresentano;V;2
fa;V;capire;V;2
e;CC;dire;V;2
voto;S;e;CC;2
esami;S;universitari;A;2
interi;A;compresi;V;2
compresi;V;fra;E;2
27;N;lode;S;2
cui;PR;si;PC;2
si;PC;impongono;V;2
si;PC;crea;V;2
mettere;V;dei;E+RD;2
vincoli;S;che;PR;2
voto;S;che;PR;2
si;PC;possono;VM;2
in;E;quei;DD;2
fra;E;18;N;2
18;N;e;CC;2
30;N;non;BN;2
di;E;to;SW;2
to;SW;plus;SW;2
vincolo;S;sulla;E+RD;2
voto;S;è;V;2
di;E;altri;A;2
altro;A;esempio;S;2
nella;E+RD;base;S;2
dbms;S;mi;PC;2
aiuta;V;a;E;2
a;E;definire;V;2
questi;DD;vincoli;S;2
essere;VA;compreso;V;2
non;BN;devono;VM;2
quanto;B;più;B;2
cerco;V;di;E;2
questo;DD;esempio;S;2
relazioni;S;una;RI;2
relazione;S;chiamata;V;2
i;RD;vigili;S;2
le;RD;multe;A;2
ogni;DI;infrazione;S;2
che;CS;ogni;DI;2
un;RI;codice;S;2
poi;B;c;S;2
vigile;S;è;V;2
vigile;A;nella;E+RD;2
relazione;S;vigili;A;2
vigile;A;che;PR;2
stata;VA;registrata;V;2
registrata;V;da;E;2
esiste;V;giusto;A;2
facciamo;V;queste;DD;2
quel;DD;dominio;S;2
peccato;S;che;PR;2
l'attributo;V;vigile;A;2
relazione;S;vigile;A;2
mia;AP;base;S;2
se;CS;è;VA;2
ci;PC;fa;V;2
hanno;VA;dato;V;2
lui;PE;non;BN;2
chiama;V;vincolo;S;2
primaria;A;quindi;B;2
primaria;A;è;V;2
vigile;A;è;V;2
io;PE;fra;E;2
fra;E;le;RD;2
fare;V;una;RI;2
sono;VA;tali;PD;2
tali;PD;se;CS;2
se;CS;esistono;V;2
il;RD;loro;AP;2
dominio;S;su;E;2
su;E;cui;PR;2
r1;SP;e;CC;2
chiave;S;esterno;A;2
usato;V;come;E;2
primaria;A;questo;PD;2
questo;PD;da;E;2
stessa;A;relazione;S;2
un;RI;dipendente;S;2
fiscale;A;del;E+RD;2
finito;V;sul;E+RD;2
codici;S;fiscali;A;2
il;RD;capo;S;2
ci;PC;siamo;VA;2
dominio;S;primario;A;2
usato;V;per;E;2
definito;V;su;E;2
parte;S;è;V;2
ritorniamo;V;al;E+RD;2
chiave;S;se;CS;2
più;B;in;E;2
chiave;S;stern;A;2
l'attributo;V;capo;S;2
esterna;A;della;E+RD;2
ritorniamo;V;alla;E+RD;2
se;CS;è;V;2
si;PC;porta;V;2
porta;V;dietro;B;2
dietro;B;il;RD;2
né;CC;se;CS;2
sulla;E+RD;chiave;S;2
è;V;quindi;B;2
esterna;A;può;VM;2
essere;VA;ritorniamo;V;2
un;RI;capo;S;2
ingegneria;S;informatica;A;2
informatica;A;indirizzo;S;2
primaria;A;il;RD;2
un;RI;mese;S;2
ok;V;riprendiamo;V;1
riprendiamo;V;la;RD;1
lezione;S;base;S;1
dati;S;vi;PC;1
vi;PC;sto;V;1
sto;V;proiettando;V;1
proiettando;V;il;RD;1
il;RD;file;S;1
che;PR;molti;PI;1
voi;PE;hanno;VA;1
hanno;VA;già;B;1
già;B;compilato;V;1
compilato;V;chiedo;V;1
chiedo;V;a;E;1
a;E;chi;PR;1
chi;PR;non;BN;1
non;BN;l'avesse;V;1
l'avesse;V;ancora;B;1
ancora;B;fatto;V;1
di;E;provvedere;V;1
provvedere;V;per;E;1
per;E;consentirmi;V+PC;1
consentirmi;V+PC;di;E;1
avere;V;l'elenco;S;1
l'elenco;S;degli;E+RD;1
degli;E+RD;iscritti;V;1
iscritti;V;prima;B;1
la;RD;segreteria;S;1
segreteria;S;studenti;S;1
studenti;S;melo;S;1
melo;S;mette;V;1
mette;V;a;E;1
disposizione;S;al;E+RD;1
al;E+RD;file;S;1
file;S;si;PC;1
si;PC;arriva;V;1
arriva;V;mediante;E;1
mediante;E;un;RI;1
un;RI;link;S;1
link;S;che;PR;1
che;PR;pubblicato;V;1
pubblicato;V;sulla;E+RD;1
sulla;E+RD;pagina;S;1
pagina;S;di;E;1
di;E;del;E+RD;1
corso;S;base;S;1
dati;S;sul;E+RD;1
sul;E+RD;mio;AP;1
mio;AP;sito;S;1
sito;S;allora;B;1
oggi;B;grazie;S;1
grazie;S;ecco;B;1
il;RD;foglio;S;1
foglio;S;che;PR;1
che;PR;che;PR;1
che;PR;cercavo;V;1
cercavo;V;poco;B;1
fa;B;la;RD;1
è;V;sul;E+RD;1
relazionale;A;ma;CC;1
ma;CC;prima;B;1
di;E;entrare;V;1
entrare;V;sul;E+RD;1
sul;E+RD;modello;V;1
relazionale;A;ricapitoliamo;S;1
ricapitoliamo;S;brevemente;B;1
brevemente;B;quello;PD;1
visto;V;nella;E+RD;1
nella;E+RD;lezione;S;1
di;E;ieri;B;1
ieri;B;e;CC;1
e;CC;introduciamo;V;1
introduciamo;V;un;RI;1
altro;A;concetto;S;1
che;PR;ieri;B;1
ieri;B;non;BN;1
ho;VA;descritto;V;1
descritto;V;in;E;1
maniera;S;precisa;A;1
precisa;A;anziché;E;1
anziché;E;non;BN;1
ho;VA;abbiamo;VA;1
abbiamo;VA;detto;V;1
gli;RD;strumenti;S;1
strumenti;S;di;E;1
dei;E+RD;prodotti;S;1
prodotti;S;software;S;1
software;S;completi;A;1
completi;A;complessi;A;1
complessi;A;che;CS;1
che;CS;consentono;V;1
consentono;V;di;E;1
di;E;gestire;V;1
dati;S;differenza;S;1
fondamentale;A;una;RI;1
cosa;PQ;il;RD;1
il;RD;software;S;1
software;S;di;E;1
gestione;S;una;RI;1
cosa;S;da;E;1
da;E;base;S;1
è;V;normalmente;B;1
normalmente;B;molto;B;1
molto;B;al;E+RD;1
al;E+RD;di;E;1
di;E;là;B;1
là;B;delle;E+RD;1
delle;E+RD;dimensioni;S;1
dimensioni;S;gestibili;A;1
gestibili;A;dalla;E+RD;1
dalla;E+RD;memoria;S;1
memoria;S;del;E+RD;1
del;E+RD;server;S;1
server;S;e;CC;1
e;CC;dbms;S;1
è;V;progettato;V;1
progettato;V;per;E;1
gestire;V;grandi;A;1
grandi;A;quantità;S;1
informazioni;S;in;E;1
maniera;S;persistente;A;1
persistente;A;e;CC;1
e;CC;condivisa;V;1
condivisa;V;condivisa;V;1
condivisa;V;vuol;VM;1
singolo;A;file;S;1
che;PR;sta;V;1
sta;V;su;E;1
singolo;A;pc;S;1
pc;S;ma;CC;1
ma;CC;ci;PC;1
un;RI;grande;A;1
grande;A;archivio;S;1
archivio;S;che;PR;1
che;PR;utilizzate;V;1
utilizzate;V;da;E;1
da;E;tantissime;S;1
tantissime;S;utenze;S;1
utenze;S;gli;RD;1
gli;RD;obiettivi;S;1
obiettivi;S;con;E;1
cui;PR;questo;PD;1
questo;PD;avviene;V;1
avviene;V;sono;V;1
sono;V;quelli;PD;1
garantire;V;l'accesso;V;1
l'accesso;V;condiviso;V;1
condiviso;V;eliminando;V;1
eliminando;V;le;RD;1
le;RD;ridondanze;S;1
ridondanze;S;evitando;V;1
evitando;V;che;CS;1
ci;PC;siano;V;1
siano;V;dati;S;1
dati;S;duplicati;V;1
duplicati;V;l'assenza;S;1
di;E;duplicazione;S;1
duplicazione;S;consente;V;1
garantire;V;la;RD;1
la;RD;coerenza;S;1
coerenza;S;dei;E+RD;1
dati;S;cioè;B;1
il;RD;dato;S;1
dato;S;è;VA;1
è;VA;memorizzata;V;1
memorizzata;V;una;RI;1
volta;S;sola;A;1
sola;A;e;CC;1
visto;V;da;E;1
da;E;tutte;T;1
applicazioni;S;che;PR;1
che;PR;servono;V;1
servono;V;che;PR;1
hanno;VA;bisogno;S;1
bisogno;S;in;E;1
maniera;S;sensata;A;1
sensata;A;nel;E+RD;1
rispetto;S;dei;E+RD;1
di;E;privatezza;S;1
privatezza;S;non;BN;1
non;BN;tutte;T;1
applicazioni;S;possono;VM;1
possono;VM;vedere;V;1
vedere;V;tutta;T;1
la;RD;parte;S;1
dati;S;nel;E+RD;1
rispetto;S;della;E+RD;1
della;E+RD;fid;S;1
fid;S;abilità;S;1
abilità;S;cioè;B;1
cioè;B;garantendo;V;1
garantendo;V;ad;E;1
ad;E;ogni;DI;1
ogni;DI;applicazione;S;1
applicazione;S;che;PR;1
che;PR;quando;CS;1
quando;CS;fa;V;1
fa;V;un;RI;1
un;RI;aggiornamento;S;1
aggiornamento;S;quell;E+RD;1
quell;E+RD;`;X;1
`;X;aggiornamento;S;1
aggiornamento;S;viene;VA;1
viene;VA;consolidato;A;1
consolidato;A;abbiamo;VA;1
si;PC;gioca;V;1
gioca;V;un;RI;1
ruolo;S;importante;A;1
importante;A;il;RD;1
di;E;transazione;S;1
transazione;S;in;E;1
efficiente;A;cioè;B;1
cioè;B;eseguendo;V;1
eseguendo;V;le;RD;1
di;E;ios;S;1
ios;S;che;PR;1
sono;VA;le;RD;1
le;RD;uniche;A;1
uniche;A;di;E;1
occuperemo;V;più;B;1
avanti;B;faremo;V;1
faremo;V;un;RI;1
un;RI;ragionamento;S;1
ragionamento;S;su;E;1
su;E;quale;DQ;1
quale;DQ;l'unità;S;1
l'unità;S;di;E;1
di;E;misura;S;1
misura;S;del;E+RD;1
del;E+RD;costo;S;1
costo;S;né;CC;1
né;CC;dbms;S;1
in;E;anticipo;S;1
anticipo;S;per;E;1
per;E;noi;PE;1
noi;PE;il;RD;1
costo;S;della;E+RD;1
della;E+RD;cpu;S;1
cpu;S;e;CC;1
e;CC;zero;N;1
zero;N;quello;PD;1
che;PR;costa;V;1
costa;V;davvero;B;1
davvero;B;è;V;1
costo;S;di;E;1
di;E;ayo;S;1
ayo;S;verso;E;1
verso;E;i;RD;1
i;RD;dischi;S;1
dischi;S;quindi;B;1
efficiente;A;ed;CC;1
ed;CC;efficace;A;1
efficace;A;efficace;A;1
efficace;A;vuol;VM;1
che;CS;deve;VM;1
essere;VA;facile;A;1
facile;A;sviluppare;V;1
sviluppare;V;e;CC;1
e;CC;mantenere;V;1
dati;S;per;E;1
fare;V;questo;PD;1
questo;PD;il;RD;1
dbms;S;adottano;V;1
adottano;V;una;RI;1
struttura;S;dei;E+RD;1
a;E;strati;S;1
strati;S;che;PR;1
rappresentata;V;mediante;E;1
mediante;E;livelli;S;1
livelli;S;di;E;1
descrizione;S;che;PR;1
abbiamo;VA;chiamato;V;1
chiamato;V;schemi;S;1
quindi;B;sopra;B;1
sopra;B;la;RD;1
dati;V;fisicamente;B;1
fisicamente;B;memorizzata;V;1
memorizzata;V;abbiamo;V;1
abbiamo;V;un;RI;1
di;E;definizioni;S;1
definizioni;S;che;PR;1
chiamiamo;V;schemi;S;1
schemi;S;che;PR;1
descrivono;V;i;RD;1
i;RD;vari;A;1
vari;A;strati;S;1
strati;S;sottostanti;V;1
sottostanti;V;per;E;1
che;PR;descrive;V;1
descrive;V;lo;RD;1
lo;RD;stato;S;1
stato;S;fisico;S;1
fisico;S;che;PR;1
schema;S;interno;A;1
interno;A;poi;B;1
poi;B;lo;RD;1
logico;A;che;PR;1
occuperemo;V;oggi;B;1
oggi;B;che;CS;1
che;CS;aderisce;V;1
aderisce;V;a;E;1
a;E;uno;PI;1
modelli;S;possibili;A;1
possibili;A;di;E;1
descrizione;S;dell;S;1
`;X;informazione;S;1
informazione;S;e;CC;1
poi;B;gli;RD;1
schemi;S;esterni;A;1
esterni;A;la;RD;1
questi;DD;strati;S;1
strati;S;e;CC;1
e;CC;delle;E+RD;1
delle;E+RD;relative;A;1
relative;A;interfacce;S;1
interfacce;S;consente;V;1
garantire;V;l'indipendenza;S;1
l'indipendenza;S;delle;E+RD;1
applicazioni;S;dalla;E+RD;1
dalla;E+RD;dai;E+RD;1
dai;E+RD;dati;S;1
dati;S;indipendenza;S;1
indipendenza;S;che;CS;1
che;CS;logica;S;1
logica;S;in;E;1
una;RI;certa;A;1
certa;A;misura;S;1
misura;S;perché;CS;1
perché;CS;la;RD;1
la;RD;vista;S;1
vista;S;che;PR;1
che;PR;un;RI;1
applicazione;S;a;E;1
a;E;dello;E+RD;1
logico;A;è;V;1
è;V;parziale;A;1
parziale;A;e;CC;1
e;CC;potenzialmente;B;1
potenzialmente;B;fa;B;1
fa;B;riferimento;S;1
a;E;concetti;S;1
concetti;S;che;PR;1
sono;VA;direttamente;B;1
direttamente;B;memorizzati;V;1
memorizzati;V;nello;E+RD;1
logico;A;quindi;B;1
quindi;B;indipendenza;S;1
indipendenza;S;logica;S;1
logica;S;e;CC;1
e;CC;certamente;B;1
certamente;B;in;E;1
in;E;dipendenza;S;1
dipendenza;S;fisica;A;1
fisica;A;perché;CS;1
applicazioni;S;non;BN;1
non;BN;vedono;V;1
vedono;V;lo;RD;1
lo;RD;strato;S;1
strato;S;questa;DD;1
struttura;S;è;VA;1
è;VA;gestita;V;1
gestita;V;mediante;E;1
mediante;E;alcune;DI;1
alcune;DI;funzioni;S;1
funzioni;S;tra;E;1
tra;E;cui;PR;1
cui;PR;importante;A;1
funzione;S;del;E+RD;1
administrator;S;è;VA;1
è;VA;usabile;V+PC;1
usabile;V+PC;mediante;E;1
mediante;E;opportuni;A;1
opportuni;A;linguaggi;S;1
linguaggi;S;perché;CS;1
applicazioni;S;quelli;PD;1
quelli;PD;che;PR;1
trasparenza;S;sono;VA;1
sono;VA;chiamati;V;1
chiamati;V;utenti;S;1
utenti;S;sono;V;1
applicazioni;S;interagiscono;V;1
interagiscono;V;con;E;1
dbms;S;mediante;E;1
mediante;E;linguaggi;S;1
linguaggi;S;che;PR;1
sono;VA;suddivisi;V+PC;1
suddivisi;V+PC;in;E;1
due;N;categorie;S;1
categorie;S;i;RD;1
i;RD;linguaggi;S;1
manipolare;V;i;RD;1
e;CC;linguaggi;S;1
database;S;administrator;A;1
administrator;A;che;PR;1
che;PR;come;B;1
come;B;cosa;S;1
cosa;S;principale;A;1
principale;A;costruisce;V;1
costruisce;V;la;RD;1
dati;S;costruisce;V;1
costruisce;V;le;RD;1
quindi;B;interagisce;V;1
interagisce;V;con;E;1
con;E;la;RD;1
dati;V;per;E;1
per;E;creare;V;1
creare;V;modificare;V;1
modificare;V;gli;RD;1
quindi;B;usa;V;1
usa;V;la;RD;1
funzione;S;d'età;E+RD;1
d'età;E+RD;definition;S;1
definition;S;language;V;1
language;V;del;E+RD;1
del;E+RD;linguaggio;S;1
ha;V;a;E;1
disposizione;S;le;RD;1
le;RD;altre;DI;1
altre;DI;applicazioni;S;1
applicazioni;S;invece;B;1
invece;B;manipolano;V;1
manipolano;V;i;RD;1
dati;S;effettivamente;B;1
effettivamente;B;memorizzati;V;1
memorizzati;V;vedendoli;V+PC;1
vedendoli;V+PC;dal;E+RD;1
vista;S;logico;A;1
logico;A;tramite;E;1
tramite;E;gli;RD;1
quindi;B;usano;V;1
usano;V;la;RD;1
la;RD;concezione;S;1
concezione;S;sua;AP;1
sua;AP;funzione;S;1
funzione;S;d'età;A;1
d'età;A;manipoli;S;1
manipoli;S;shaun;S;1
shaun;S;langley;SP;1
langley;SP;dei;E+RD;1
dei;E+RD;linguaggi;S;1
linguaggi;S;nel;E+RD;1
di;E;bms;SP;1
bms;SP;di;E;1
occupiamo;V;noi;PE;1
noi;PE;che;PR;1
sono;VA;quelli;PD;1
parliamo;V;adesso;B;1
adesso;B;il;RD;1
modello;S;questa;DD;1
questa;DD;funzione;S;1
funzione;S;è;V;1
è;V;svolta;V;1
svolta;V;dallo;E+RD;1
dallo;E+RD;stesso;A;1
stesso;A;linguaggio;S;1
linguaggio;S;e;CC;1
e;CC;schio;S;1
schio;S;el;PC;1
el;PC;o;CC;1
o;CC;sql;S;1
sql;S;è;V;1
usato;V;sia;V;1
sia;V;per;E;1
manipolazione;S;dei;E+RD;1
dati;S;sia;CC;1
sia;CC;per;E;1
manipolazione;S;delle;E+RD;1
delle;E+RD;definizioni;S;1
degli;E+RD;a;E;1
a;E;proposito;S;1
proposito;S;di;E;1
schemi;S;l'ultimo;A;1
l'ultimo;A;concetto;S;1
che;CS;vorrei;VM;1
vorrei;VM;sottolinearli;V+PC;1
sottolinearli;V+PC;che;PR;1
useremo;V;spesso;B;1
spesso;B;nella;E+RD;1
nella;E+RD;nel;E+RD;1
nel;E+RD;seguito;S;1
seguito;S;del;E+RD;1
corso;S;è;V;1
la;RD;distinzione;S;1
distinzione;S;fra;E;1
fra;E;schemi;S;1
istanze;S;gli;RD;1
schemi;S;sapete;V;1
sapete;V;cosa;PQ;1
degli;E+RD;oggetti;S;1
oggetti;S;gestiti;V;1
gestiti;V;dentro;E;1
dentro;E;la;RD;1
istanze;S;sono;V;1
i;RD;veri;A;1
veri;A;valori;S;1
valori;S;memorizzati;A;1
memorizzati;A;allora;B;1
allora;B;facendo;V;1
facendo;V;un;RI;1
esempio;S;proprio;B;1
proprio;B;banale;A;1
banale;A;banale;A;1
banale;A;se;CS;1
rappresentazione;S;in;E;1
in;E;forma;S;1
forma;S;tabellare;A;1
tabellare;A;chiamiamola;V+PC;1
ora;B;di;E;1
essere;V;poi;B;1
poi;B;una;RI;1
oggetto;S;a;E;1
parte;S;persistente;A;1
persistente;A;cioè;B;1
tempo;S;non;BN;1
non;BN;cambia;V;1
cambia;V;che;CS;1
sua;AP;definizione;S;1
definizione;S;in;E;1
pratica;S;il;RD;1
oggetto;S;il;RD;1
della;E+RD;tabella;S;1
tabella;S;il;RD;1
attributi;S;questa;DD;1
questa;DD;parte;S;1
parte;S;diciamo;V;1
diciamo;V;volgarmente;B;1
volgarmente;B;le;RD;1
le;RD;intestazioni;S;1
intestazioni;S;sono;V;1
in;E;varianti;S;1
varianti;S;del;E+RD;1
del;E+RD;tempo;S;1
tempo;S;sono;V;1
sono;V;lo;RD;1
schema;S;quello;PD;1
invece;B;varia;V;1
varia;V;nel;E+RD;1
tempo;S;è;V;1
contenuto;S;cinque;N;1
cinque;N;righe;S;1
di;E;remo;V;1
remo;V;5;N;1
5;N;to;E;1
to;E;play;S;1
play;S;100.000;N;1
100.000;N;tuple;S;1
tuple;S;0;N;1
0;N;tuple;S;1
tuple;S;l'istanza;S;1
l'istanza;S;è;V;1
è;V;l'effettivo;A;1
l'effettivo;A;insieme;S;1
dati;S;memorizzato;V;1
memorizzato;V;che;CS;1
che;CS;corrisponde;V;1
corrisponde;V;a;E;1
quello;PD;schermo;S;1
schermo;S;allora;B;1
allora;B;spesso;B;1
spesso;B;vi;PC;1
fatto;V;l'esempio;V;1
l'esempio;V;qui;B;1
qui;B;nel;E+RD;1
nel;E+RD;caso;S;1
tabella;S;che;CS;1
che;CS;era;V;1
era;V;così;B;1
così;B;relazione;S;1
relazione;S;parleremo;V;1
parleremo;V;in;E;1
maniera;S;duale;A;1
duale;A;di;E;1
istanze;S;lo;PC;1
lo;PC;facciamo;V;1
facciamo;V;a;E;1
livello;S;di;E;1
di;E;tabelle;S;1
ma;CC;parleremo;V;1
in;E;cos;S;1
dati;V;l'insieme;S;1
tabelle;S;che;CS;1
che;CS;costituiscono;V;1
costituiscono;V;quella;DD;1
quella;DD;base;S;1
dbms;S;come;E;1
vedremo;V;possono;VM;1
essere;VA;gestite;V;1
gestite;V;più;B;1
più;B;base;S;1
e;CC;quando;CS;1
voi;PE;installerete;V;1
installerete;V;sul;E+RD;1
sul;E+RD;vostro;AP;1
vostro;AP;personal;A;1
personal;A;computer;S;1
computer;S;il;RD;1
vostro;AP;letto;S;1
letto;S;ma;CC;1
ma;CC;i;RD;1
i;RD;sequel;S;1
sequel;S;se;CS;1
se;CS;installate;V;1
installate;V;mai;B;1
mai;B;sequel;S;1
sequel;S;installerete;V;1
installerete;V;una;RI;1
dbms;S;in;E;1
effetti;S;sul;E+RD;1
sul;E+RD;server;S;1
server;S;possono;VM;1
più;B;istanze;S;1
istanze;S;anche;B;1
anche;B;dello;E+RD;1
prodotto;S;quindi;B;1
può;VM;esistere;V;1
esistere;V;un;RI;1
dbms;S;di;E;1
produzione;S;è;V;1
`;X;istanza;S;1
sviluppo;S;cosa;PQ;1
dire;V;tipicamente;B;1
tipicamente;B;quando;CS;1
quando;CS;gruppo;S;1
gruppo;S;un;RI;1
`;NO;applicazione;S;1
applicazione;S;vale;V;1
dati;S;navali;A;1
navali;A;in;E;1
generale;A;per;E;1
per;E;tutti;T;1
gli;RD;ambienti;S;1
ambienti;S;non;BN;1
costruite;V;l'applicazione;S;1
l'applicazione;S;e;CC;1
mettete;S;immediatamente;B;1
immediatamente;B;in;E;1
in;E;linea;S;1
linea;S;giusto;A;1
giusto;A;avete;V;1
un;RI;ambiente;S;1
ambiente;S;protetto;V;1
protetto;V;chiamato;V;1
chiamato;V;ambiente;S;1
sviluppo;S;nel;E+RD;1
quale;PR;fate;V;1
fate;V;il;RD;1
il;RD;deploy;S;1
deploy;S;share;A;1
share;A;lo;RD;1
lo;RD;sviluppo;S;1
sviluppo;S;dell;E+RD;1
applicazione;S;poi;B;1
poi;B;quando;CS;1
quando;CS;siete;V;1
siete;V;sicuri;A;1
sicuri;A;che;CS;1
che;CS;l'applicazione;S;1
l'applicazione;S;funziona;V;1
funziona;V;bene;B;1
bene;B;la;RD;1
mettete;S;in;E;1
produzione;S;lo;RD;1
lo;RD;stesso;PD;1
stesso;PD;dicasi;V;1
dicasi;V;per;E;1
per;E;i;RD;1
i;RD;dns;S;1
devo;VM;gestire;V;1
gestire;V;una;RI;1
una;RI;grossa;A;1
grossa;A;base;S;1
dati;S;di;E;1
produzione;S;e;CC;1
e;CC;devo;VM;1
fare;V;degli;E+RD;1
degli;E+RD;aggiornamenti;S;1
aggiornamenti;S;o;CC;1
o;CC;sempre;B;1
sempre;B;l'equivalente;A;1
l'equivalente;A;di;E;1
sviluppo;S;equivalente;A;1
equivalente;A;in;E;1
in;E;quali;DQ;1
quali;DQ;termini;S;1
schemi;S;cioè;CC;1
cioè;CC;l'ambiente;V;1
l'ambiente;V;di;E;1
sviluppo;S;agli;E+RD;1
agli;E+RD;stessi;A;1
stessi;A;schemi;S;1
schemi;S;dell;E+RD;1
`;X;ambiente;S;1
produzione;S;ma;CC;1
non;BN;la;RD;1
stessa;A;istanza;S;1
istanza;S;perché;CS;1
perché;CS;invece;B;1
invece;B;di;E;1
